invoice_id,first_name,last_name,state,rank_by_state,zip,check_in,bedrooms,weekly_rate,rent_discount,total_sale,sum_total,parking,mgmt_discount,pool_access,repeat_customer,year,currency,address,city,county,customer_phone,personal_email,customer_id
908-670-4712,Portia,Scales,NJ,27.0,8807,2021-8-25,3,770,0.0,4500,5270.0,True,False,False,False,2021,USD,3732 Sherman Ave,Bridgewater,Somerset,908-722-7128,portia.scales@aol.com,A00253
718-280-4183,Rhea,Aredondo,NY,14.0,11226,2021-2-20,1,1180,0.0,5500,6680.0,True,False,True,False,2021,USD,5657 Live Oak St,Brooklyn,Kings,718-560-9537,rhea_aredondo@cox.net,A00254
314-858-4832,Benedict,Sama,MO,9.0,63104,2021-1-4,1,780,0.0,2500,3280.0,True,False,False,False,2021,USD,4923 Carey Ave,Saint Louis,Saint Louis City,314-787-1588,bsama@cox.net,A00255
209-242-7022,Emma,Arias,CA,42.0,95207,2021-1-15,1,930,0.0,3500,4430.0,False,False,True,True,2021,USD,3196 S Rider St,Stockton,San Joaquin,209-317-1801,emma_arias@arias.org,A00256
973-822-8827,Ben,Berganza,NJ,15.0,7424,2021-11-16,3,1060,0.0,6500,7560.0,True,False,False,False,2021,USD,895 Railway Ave #75,Little Falls,Passaic,973-936-5095,ben_berganza@gmail.com,A00257
183-302-9023,Corey,Chapman,FL,20.0,33147,2021-2-27,3,1110,0.0,2500,3610.0,True,False,False,False,2021,USD,1781 NW 95th St,Miami,Miami-Dade,361-494-5907,chapman.cor@gmail.com,A00258
444-234-7610,Booker,Valencia,FL,17.0,33135,2021-5-21,1,1150,0.0,2500,3650.0,True,False,True,True,2021,USD,999 SW 1st St,Miami,Miami-Dade,419-771-0535,valencia.bo@lau.edu,A00259
779-354-5526,Renee,Diaz,FL,30.0,33127,2021-4-12,2,990,0.0,6500,7490.0,True,False,False,False,2021,USD,6161 NW 5th Ct, Miami,Miami-Dade,247-904-9933,diaz_renee@hotmail.com,A00260
763-289-5931,James,Chemel,FL,12.5,33125,2021-11-12,2,1210,0.85,6500,8738.5,True,True,False,False,2021,USD,1802 NW 37th Ave,Miami,Miami-Dade,980- 446-1616,chemel.james@gmail.com,A00261
823-731-4592,Soveta,Navarro,FL,23.5,33142,2021-8-9,3,1070,0.85,3500,5479.5,True,True,True,False,2021,USD,3196 NW 54th St,Miami,Miami-Dade,344-975-7816,navarro_soveta@aol.com,A00262
836-364-2241,Betty,Dean,FL,9.0,33150,2021-9-23,1,1300,0.0,3500,4800.0,True,False,False,False,2021,USD,6650 NW 7th Ave,Miami,Miami-Dade,243-422-2713,dean_betty@psu.edu,A00263
606-203-9476,Joan,Dodson,FL,33.0,33135,2021-10-11,1,950,0.0,4500,5450.0,False,False,False,False,2021,USD,1599 W Flagler St,Miami,Miami-Dade,437-993-3077,dodson.joan@yahoo.com,A00264
465-235-8954,Kim,Allen,FL,42.0,33147,2021-6-28,1,740,0.85,3500,4869.0,True,True,True,True,2021,USD,6700 NW 27th Ave,Miami,Miami-Dade,345-469-6962,allen_kim@gmail.com,A00265
888-224-7414,Joan,Duarte,FL,3.0,33125,2021-5-1,2,1470,0.0,5500,6970.0,True,False,True,False,2021,USD,425 NW 27th Ave,Miami,Miami-Dade,468-554-7735,duarte_joan@wmn.org,A00266
606-203-9476,Ruby,Nixon,FL,27.0,33142,2021-4-13,1,1050,0.0,3500,4550.0,True,False,True,True,2021,USD,1799 NW 28th St,Miami,Miami-Dade,846-239-3164,nixon@gmail.com,A00267
385-948-9243,Pete,Franklin,FL,25.5,33136,2021-6-6,3,1060,0.0,4500,5560.0,True,False,True,True,2021,USD,350 NW 13th St,Miami,Miami-Dade,438-710-3997,franklin.p@hotmail.com,A00268
888-229-8406,Veronika,Ledecky,FL,6.0,33142,2021-2-11,1,1430,0.0,5500,6930.0,True,False,True,False,2021,USD,1799 NW 35th St,Miami,Miami-Dade,446-923-5599,ledecky.veron@sru.edu,A00269
606-229-7675,Jordon,Lam,FL,34.0,33145,2021-4-16,2,890,0.0,2500,3390.0,True,False,True,False,2021,USD,1800 SW 21st Ave,Miami,Miami-Dade,291-566-9277,lam_jordon@aol.com,A00270
765-973-0462,Logan,Blair,OK,1.0,73107,2021-11-7,1,1460,0.0,3500,4960.0,True,False,True,False,2021,USD,2801 NW 27th St,Oklahoma City,Oklahoma,327-999-6869,blair_logan@yahoo.com,A00271
730-297-9391,Armen,Spark,IL,6.0,60623,2021-4-9,2,1240,0.0,4500,5740.0,True,False,False,True,2021,USD,34 Murfreesboro Rd,Chicago,Cook,264-494-4195,spark_armena@yahoo.com,A00272
317-441-5848,Carey,Dopico,IN,9.0,46220,2021-10-9,2,620,0.0,5500,6120.0,True,False,False,False,2021,USD,393 E Highland Rd,Indianapolis,Marion,317-578-2453,carey_dopico@wmn.org,A00273
206-295-5631,Rita,Walker,WA,1.0,98133,2021-2-14,3,1150,0.0,4500,5650.0,True,False,False,False,2021,USD,67 E Chestnut Hill Rd,Seattle,King,206-540-6076,rita_walker@hotmail.com,A00274
629-465-1990,Russell,Covington,FL,41.0,33131,2021-5-6,1,750,0.0,2500,3250.0,True,False,True,False,2021,USD,444 Brickell Ave,Miami,Miami-Dade,657-501-6547,covington_ru@hotmail.com,A00275
653-937-2433,Roman,Franklin,FL,45.0,33128,2021-3-20,2,650,0.0,6500,7150.0,False,False,False,True,2021,USD,398 NW North River Dr,Miami,Miami-Dade,721-719-2877,roman@aol.com,A00276
894-204-8829,Chance,Moret,FL,48.0,33132,2021-5-7,3,590,0.0,4500,5090.0,False,False,False,False,2021,USD,635 N Bayshore Dr,Miami,Miami-Dade,320-652-3428,@moret_ch@yahoo.com,A00277
800-629-7746,Aaron,Staker,FL,11.0,33127,2021-9-3,1,1220,0.0,6500,7720.0,True,False,True,True,2021,USD,2834 N Miami Ave,Miami,Miami-Dade,363-244-2162,staker_aaron@hotmail.com,A00278
336-477-9453,Andy,Mitchell,FL,16.0,33137,2021-6-10,3,1180,0.85,4500,6683.0,True,True,False,False,2021,USD,162 NE 39th St, Miami,Miami-Dade,818-764-1530,mitchell_andy@uoc.edu,A00279
340-625-1836,Jennifer,Nicholso,FL,23.5,33125,2021-6-10,3,1070,0.85,6500,8479.5,True,True,False,False,2021,USD,1802 NW 37th Ave, Miami,Miami-Dade,421-552-8475,nicholso_jen@wmn.org,A00280
345-879-0976,Audry,Urmin,FL,39.0,33511,2021-10-21,3,780,0.85,4500,5943.0,True,True,False,False,2021,USD,7029 Pioneer Ct,Brandon,Hillsborough,813-797-4816,audry.urmin@klu.org,A00281
234-256-6172,Ida,Washington,IN,6.0,46229,2021-9-6,3,980,0.0,2500,3480.0,False,False,True,True,2021,USD,2140 N Mitthoeffer Rd,Indianapolis,Marion,858-617-7834,ida.w@hp.net,A00282
452-864-5791,Robby,Hull,TX,7.0,77091,2021-7-26,2,1340,0.0,6500,7840.0,True,False,False,False,2021,USD,6719 W Montgomery Rd,Houston,Harris,760-616-5388,hull_rob@kmg.edu,A00283
965-521-7634,Alexander,Stokes,CO,8.0,80260,2021-8-21,3,690,0.85,4500,5776.5,True,True,True,True,2021,USD,2380 W 90th Ave,Denver,Adams,609-373-3332,stokes_al@aol.com,A00284
452-987-3670,Natali,Kidd,NC,6.0,28211,2021-11-18,3,1330,0.0,2500,3830.0,True,False,False,True,2021,USD,601 E. Trade Street,Charlotte,Mecklenburg,401-465-6432,kidn@hotmail.com,A00285
37-964-8743,Iris,Griffin,NV,6.5,89121,2021-9-21,3,740,0.0,6500,7240.0,False,False,False,True,2021,USD,2655 E Desert Inn Rd,Las Vegas,Clark,785-347-1805,griffin_iris@yahool.com,A00286
464-873-2038,Lanna,Cross,MO,4.5,64106,2021-10-11,2,1140,0.0,5500,6640.0,True,False,False,True,2021,USD,615 E 13th St,Kansas City,Jackson,916-920-3571,lanna_cross@aol,A00287
482-721-3589,Elbert,Sampson,GA,7.5,30303,2021-11-10,1,990,0.0,4500,5490.0,True,False,True,True,2021,USD,130 Peachtree,Atlanta,Fulton,386-248-4118,sampson.el@gmail.com,A00288
473-729-2290,Doyle,Chen,TX,1.5,77008,2021-4-10,2,1460,0.0,5500,6960.0,True,False,False,False,2021,USD,1127 N Shepherd Dr,Houston,Harris,202-646-7516,chendoy@kmg.edu,A00289
376-983-2934,Jonas,Chambers,IL,12.0,60620,2021-9-13,2,760,0.85,6500,7906.0,False,True,True,True,2021,USD,8058 S Halsted St,Chicago,Cook,415-423-3294,chambers_jon@gmail.com,A00290
844-095-2345,Annette,Mays,IL,9.5,60661,2021-3-1,3,1070,0.85,6500,8479.5,True,True,False,False,2021,USD,2210 W Taylor St,Chicago,Cook,659-973-1415,maysane@aol.com,A00291
893-984-0943,Lavern,Vaughan,FL,20.0,33125,2021-7-26,1,1110,0.0,2500,3610.0,True,False,False,True,2021,USD,1881 NW 7th St,Miami,Miami-Dade,350-936-9795,lavern@yahoo.com,A00292
276-839-0273,Freida,Levine,TX,38.5,75211,2021-11-2,2,730,0.0,2500,3230.0,False,False,True,False,2021,USD,4230 W Illinois Ave,Dallas,Dallas,240-549-5397,levie_fre@htp.edu,A00293
265-182-9383,Donna,Avila,TX,40.5,77076,2021-3-11,1,640,0.0,5500,6140.0,True,False,True,True,2021,USD,203 E Little York Rd,Houston,Harris,483-626-9332,avila_donna@aol.com,A00295
306-412-6633,Alma,Medina,AZ,4.5,85016,2021-6-11,3,950,0.0,5500,6450.0,False,False,True,True,2021,USD,2210 E Monte Vista,Phoenix,Maricopa,518-511-6591,medina_alma@yahoo.com,A00296
567-304-5679,Newton,Donovan,MO,12.5,63112,2021-3-17,2,630,0.85,2500,3665.5,True,True,True,True,2021,USD,5595 Grand Dr,St Louis,St.Louis,793-231-3799,donovan@learn.org,A00297
907-656-9876,Gina,Sellers,AZ,2.5,85029,2021-7-21,3,1250,0.0,5500,6750.0,True,False,False,True,2021,USD,110 N Black Canyon Hwy,Phoenix,Maricopa,286-679-1652,sellersg@hotmail.com,A00298
754-459-2145,Eliseo,Charles,PA,9.5,19104,2021-9-10,2,1390,0.0,3500,4890.0,True,False,True,False,2021,USD,4021 Parkside Ave,Philadelphia,Philadelphia,255-306-5075,charles.eli@htp.edu,A00299
872-453-1038,Alan,Burns,FL,31.5,32801,2021-1-19,2,980,0.85,2500,4313.0,True,True,False,True,2021,USD,101 E Central Blvd,Orlando,Orange,870-703-0178,burns_alan@aol.com,A00300
249-347-4232,Toby,Taylor,TX,14.0,78701,2021-4-8,2,1280,0.85,5500,7868.0,True,True,True,False,2021,USD,E 7th St,Austin,Travis,422-373-0780,toby_taylor@gmail.com,A00301
709-216-6994,Adam,Snow,TX,16.5,78701,2021-3-9  ,2,1230,0.0,3500,4730.0,True,False,True,False,2021,USD,903 San Jacinto Blvd,Austin,Travis,484-683-4265,adam_s62@yahoo.com,A00302
494-757-8440,Donald,Alvarado,MD,9.5,21230,2021-11-20,2,1020,0.0,2500,3520.0,True,False,False,False,2021,USD,2921 Stranden Rd,Baltimore,Baltimore,403-426-0936,donald_alv@gmail.com,A00303
344-548-2646,Iris,Campbell,NC,2.5,28202,2021-2-11,1,1430,0.0,3500,4930.0,True,False,True,False,2021,USD,222 E 3rd St,Charlotte,Mecklenburg,327-887-5941,iris49@gmail.com,A00304
927-253-7911,Lea,Pittman,NC,13.5,28217,2021-4-15,3,910,0.85,6500,8183.5,True,True,False,True,2021,USD,4800 S Tryon St,Charlotte,Mecklenburg,664-378-7149,lea_pittman@hotmail.com,A00305
645-537-7962,Edgar,Gallagher,MD,2.5,21210,2021-5-1,2,1470,0.0,3500,4970.0,True,False,True,False,2021,USD,121 Mcmechen St,Baltimore,Baltimore,439-664-8344,edgar_gal@hotmail.com,A00306
781-934-5215,Krista,Gray,TN,2.5,38103,2021-7-21,2,1120,0.0,5500,6620.0,True,False,True,True,2021,USD,201 Poplar Ave,Memphis,Shelby,781-290-6913,gray.kris@hotmail.com,A00294
670-378-7149,Kristel,Ehmann,TX,5.0,79925,2021-8-9,1,1380,0.85,2500,5053.0,True,True,True,False,2021,USD,92899 Kalakaua Ave,El Paso,El Paso,915-452-1290,kristel.ehmann@aol.com,D00001
664-370-7142,Vincenza,Zepp,CA,1.0,92020,2021-6-7,2,1510,0.0,3500,5010.0,True,False,False,False,2021,USD,395 S 6th St,El Cajon,San Diego,619-603-5125,vzepp@gmail.com,D00002
664-324-7149,Elouise,Gwalthney,CO,1.0,80212,2021-10-14,2,1620,0.85,4500,7497.0,True,True,False,True,2021,USD,9506 Edgemore Ave,Denver,Denver,322-841-5012,egwalthney@yahoo.com,D00003
664-300-7149,Venita,Maillard,CA,50.0,92801,2021-6-25,1,800,0.85,5500,6980.0,False,True,True,True,2021,USD,7211 S Walker Ave #63,Anaheim,Orange,714-523-6653,venita_maillard@gmail.com,D00004
664-000-7149,Kasandra,Semidey,MO,8.0,63102,2021-10-21,3,860,0.0,4500,5360.0,False,False,True,False,2021,USD,369 Latham St,Saint Louis,Saint Louis City,314-732-9131,kasandra_semidey@semidey.com,D00005
468-554-7799,Xochitl,Discipio,TX,34.5,78664,2021-1-6,3,820,0.85,3500,5017.0,False,True,False,False,2021,USD,3158 Runamuck Pl,Round Rock,Williamson,512-233-1831,xdiscipio@gmail.com,D00006
468-564-7735,Maile,Linahan,NC,1.0,27409,2021-9-4,2,1470,0.85,6500,9219.5,True,True,False,True,2021,USD,987 Plainsboro Rd,Greensboro,Guilford,336-670-2640,mlinahan@yahoo.com,D00007
468-599-7735,Krissy,Rauser,NY,11.5,11727,2021-7-28,3,1220,0.0,2500,3720.0,True,False,True,False,2021,USD,8728 S Broad St,Coram,Suffolk,631-443-4710,krauser@cox.net,D00008
368-554-7735,Pete,Dubaldi,NJ,25.5,7071,2021-10-14,3,840,0.85,2500,4054.0,True,True,True,False,2021,USD,2215 Prosperity Dr,Lyndhurst,Bergen,201-825-2514,pdubaldi@hotmail.com,D00009
468-482-7735,Linn,Smith,TN,5.0,38112,2021-5-15,3,1040,0.0,6500,7540.0,True,False,False,False,2021,USD,654 S Pine St,Memphis,Shelby,901-412-4381,linn_smith@aol.com,D00010
468-554-3335,Paris,Wide,GA,6.0,30342,2021-3-21,3,1160,0.0,3500,4660.0,True,False,False,False,2021,USD,187 Market St,Atlanta,Fulton,404-505-4445,paris@hotmail.com,D00011
468-222-7735,Wynell,Dorshorst,CA,24.0,94044,2021-2-7,2,1200,0.85,5500,7720.0,True,True,False,True,2021,USD,94290 S Buchanan St,Pacifica,San Mateo,650-473-1262,wynell_dorshorst@dorshorst.org,D00012
468-767-7735,Quentin,Birkner,MN,3.5,55337,2021-2-23,1,1380,0.85,3500,6053.0,True,True,True,False,2021,USD,7061 N 2nd St,Burnsville,Dakot,952-702-7993,qbirkner@aol.com,D00013
201-825-4414,Regenia,Kannady,AZ,6.0,85260,2021-9-17,1,880,0.0,6500,7380.0,True,False,False,False,2021,USD,10759 Main St,Scottsdale,Maricopa,480-726-1280,regenia.kannady@cox.net,D00014
201-825-2214,Sheron,Louissant,NY,6.0,11101,2021-4-28,2,1390,0.0,4500,5890.0,True,False,False,False,2021,USD,97 E 3rd St #9,Long Island City,Queens,718-976-8610,sheron@aol.com,D00015
381-825-2514,Izetta,Funnell,GA,3.0,30340,2021-9-25,3,1350,0.85,6500,8997.5,True,True,True,True,2021,USD,82 Winsor St #54,Atlanta,Dekalb,770-844-3447,izetta.funnell@hotmail.com,D00016
301-825-2514,Lee,Butzen,MN,3.5,55057,2021-5-9,3,1380,0.0,5500,6880.0,True,False,True,True,2021,USD,417 Steel Ct,Northfield,Rice,507-210-3510,butzen_lee@hotmail.com,D00017
201-335-2514,Zona,Colla,CT,2.0,6854,2021-7-12,2,1500,0.0,6500,8000.0,True,False,True,False,2021,USD,4944 Dearborn St,Norwalk,Fairfield,203-461-1949,zona@hotmail.com,D00018
333-825-2514,Serina,Zagen,IN,7.0,46802,2021-2-7,2,830,0.85,4500,6035.5,True,True,False,True,2021,USD,64 S Beverly Dr,Fort Wayne,Allen,260-273-3725,szagen@aol.com,D00019
201-555-2514,Deandrea,Hughey,NC,12.0,27215,2021-11-15,3,990,0.0,6500,7490.0,True,False,True,False,2021,USD,33 Lewis Rd #46,Burlington,Alamance,336-822-7652,deandrea@yahoo.com,D00020
201-825-4514,Lisa,Duenas,KS,3.0,67601,2021-9-24,3,1330,0.0,3500,4830.0,True,False,False,False,2021,USD,8100 Jacksonville Rd,Hays,Ellis,785-629-8543,lisa_duenas@yahoo.com,D00021
266-825-2514,Clara,Jackson,CO,3.0,80212,2021-3-21,2,1300,0.85,5500,7905.0,True,True,True,True,2021,USD,44th Ave,Denver,Denver,208-709-1235,jackson_clara@aol.com,D00022
201-825-0099,Martina,Abrams,FL,38.0,32822,2021-9-19,2,800,0.0,5500,6300.0,False,False,True,True,2021,USD,7 W Wabansia Ave #227,Orlando,Orange,407-471-6908,martina_abrams@staback.com,D00023
789-825-2514,Skye,Trent,MN,7.0,55401,2021-4-1,2,900,0.85,2500,4165.0,True,True,False,False,2021,USD,25 Minters Chapel Rd #9,Minneapolis,Hennepin,612-508-2655,skye_trent@yahoo.com,D00024
440-579-7763,Emma,Werner,CA,37.0,90006,2022-1-7,1,970,0.0,5500,6470.0,False,False,False,True,2022,USD,2771 W Pico Blvd,Los Angeles,Los Angeles,440-780-8425,wer_emma@hpt.net,A00320
956-841-7216,Zachary,Mcgrath,TN,9.5,38103,2022-1-28,2,500,0.0,4500,5000.0,True,False,True,True,2022,USD,201 Poplar Ave,Memphis,Shelby,956-537-6195,zacharym@gmail.com,A00321
602-953-6360,Jay,Mcclain,FL,14.5,33125,2022-1-9,2,1190,0.0,2500,3690.0,True,False,False,False,2022,USA,1881 NW 7th St,Miami,Miami-Dade,602-277-4385,jay.mcciain@aol.com,A00322
931-235-7959,Tyree,Mays,NY,16.5,10017,2022-1-1,1,1160,0.0,3500,4660.0,True,False,True,False,2022,USA,217 E 49th St,New York,New York,931-313-9635,mayst@hotmail.com,A00323
414-377-2880,Wendy,Rogers,IN,3.5,46220,2022-1-9,2,1230,0.0,6500,7730.0,True,False,True,False,2022,USD,811 E Westfield Blvd,Indianapolis,Marion,414-661-9598,rogersw@rim.org,A00324
313-341-4470,Rod,Harper,MO,6.5,64127,2022-1-11,1,1090,0.0,4500,5590.0,True,False,True,False,2022,USA,2645 Brooklyn Ave,Kansas City,Jackson,313-288-7937,harper_rod@aol.com,A00325
815-426-5657,Lloyd,Potter,NV,1.5,89103,2022-1-22,1,1120,0.0,2500,3620.0,True,False,True,True,2022,USA,3505 S Valley View Blvd,Las Vegas,Clark,815-828-2147,potterl@yahoo.com,A00326
610-492-4643,Kelly,Schroeder,PA,21.5,19014,2022-2-21        ,3,900,0.85,3500,5165.0,False,True,True,False,2022,USD,6 S 33rd St,Aston,Delaware,610-545-3615,kellys@hpt.net,A00327
408-813-4592,Lamon,Stark,CA,34.5,95111,2022-2-13,3,1010,0.0,6500,7510.0,True,False,True,True,2022,USD,378 Greenleaf Ave,San Jose,Santa Clara,408-540-1785,starkla@aol.com,A00328
972-896-4882,Manual,Stout,TX,29.5,75062,2022-2-6,2,930,0.0,6500,7430.0,True,False,True,False,2022,USA,618 W Yakima Ave,Irving,Dallas,972-303-9197,mstouk@hotmail.com,A00329
518-448-8982,Ella,Elliott,NY,26.5,12204,2022-2-20,3,1000,0.0,3500,4500.0,True,False,False,True,2022,USA,74 S Westgate St,Albany,Albany,518-966-7987,elliott.el@yahoo.com,A00330
732-635-3453,Bruce,Jefferson,NJ,32.5,8846,2022-2-9,2,660,0.0,6500,7160.0,True,False,False,False,2022,USA,3273 State St,Middlesex,Middlesex,732-658-3154,bruce.j@stp.edu,A00331
715-530-9863,Benjamin,Rivas,WI,9.5,54481,2022-2-11,1,730,0.0,4500,5230.0,False,False,True,False,2022,USD,276 Central Ave,Stevens Point,Portage,715-662-6764,rivas_ben@hpt.net,A00332
504-845-1427,Anthony,Zion,FL,46.5,33155,2022-1-4,1,610,0.0,3500,4110.0,False,False,False,False,2022,USA,4795 SW 75th Ave,Miami,Miami-Dade,504-621-8927,ziona@gmail.com,A00307
810-374-9840,Peter,Montgomery,GA,4.5,30310,2022-1-29,1,1190,0.85,3500,5701.5,True,True,True,True,2022,USA,1163 Metropolitan Pkwy,Atlanta,Fulton,810-292-9388,peter_phine@aol.com,A00308
336-477-9453,Alia,Lau,TX,3.5,78704,2022-1-28,3,1410,0.0,6500,7910.0,True,False,True,False,2022,USA,208 Barton Springs Rd,Austin,Travis,888-227-1460,laut@yahoo.com,A00309
719-298-4547,Elvia,Ortiz,MD,7.5,21210,2022-1-16,3,1070,0.85,3500,5479.5,True,True,True,True,2022,USA,732 Deepdene Rd,Baltimore,Baltimore,907-385-4412,ortizE@hotmail.com,A00310
606-203-9476,Chris,Carter,NC,4.5,28207,2022-1-10,3,1400,0.0,3500,4900.0,True,False,True,True,2022,USA,1361 Queens Rd,Charlotte,Mecklenburg,513-570-1893,chris_carter@hpt.net,A00311
419-800-6759,Simona,Lee,IL,14.5,60661,2022-1-12,2,660,0.0,4500,5160.0,False,False,True,True,2022,USA,131 N Clinton St,Chicago,Cook,419-503-2484,simona@aol.com,A00312
773-924-8565,Laura,Tollner,TX,18.5,75235,2022-1-6,3,1200,0.85,4500,6720.0,True,True,True,True,2022,USA,6124 Denton Dr,Dallas,Dallas,773-573-6914,laura_tollner@yahoo.com,A00313
408-813-1105,Leota,Atari,FL,20.0,33130,2022-1-19,1,1110,0.0,3500,4610.0,True,False,False,False,2022,USD,101 W Flagler St,Miami,Miami-Dade,408-752-3500,leota@hotmail.com,A00314
605-794-4895,Dan,Wieser,OH,4.5,45229,2022-1-7,3,1210,0.0,6500,7710.0,True,False,True,True,2022,USD,4150 Reading Rd,Cincinnati,Hamilton,605-414-2147,dan_wieser@stp.edu,A00315
410-804-4694,Kris,Bond,MI,1.5,48214,2022-1-4,2,1410,0.0,5500,6910.0,True,False,True,False,2022,USA,3030 Fairview St,Detroit,Wayne,410-655-8723,kris@gmail.com,A00316
215-422-8694,Alan,West,TN,6.5,38105,2022-1-2,1,970,0.0,2500,3470.0,False,False,False,False,2022,USD,920 Peach Ave,Memphis,Shelby,215-874-1229,alan_west@hotmail,A00317
631-677-3675,Elena,Stephens,MO,1.5,64111,2022-1-8,2,1280,0.85,6500,8868.0,True,True,True,False,2022,USD,801 Westport Rd,Kansas City,Jackson,631-335-3414,elenas@gmail.com,A00318
310-254-3084,Sonia,Jarvis,NV,4.5,89129,2022-1-25,1,830,0.0,2500,3330.0,True,False,False,False,2022,USD,9850 W Cheyenne Ave,Las Vegas,Clark,310-498-5651,sonia.jar@aol.com,A00319
913-899-1103,Kristine,Levine,KS,4.5,66218,2022-2-19,3,1030,0.0,4500,5530.0,True,False,True,False,2022,USA,86 Nw 66th St #8,Shawnee,Johnson,913-388-2079,kristine@qa.org,A00333
410-235-8738,Graham,Wise,MD,11.5,21601,2022-2-2,1,900,0.0,3500,4400.0,False,False,False,True,2022,USA,923 Cedar Ave #84,Easton,Talbot,410-669-1642,wiseg@aol.com,A00334
212-934-5167,Mattie,Blackwell,NY,39.5,10011,2022-2-19,2,540,0.0,6500,7040.0,False,False,True,True,2022,USD,9099 Thorburn Ave,New York,New York,212-582-4976,blackwell_mat@yahoo.com,A00335
936-597-3614,Billie,Webster,TX,8.5,77301,2022-2-2,2,1330,0.0,4500,5830.0,True,False,True,True,2022,USA,386 9th Ave N,Conroe,Montgomery,936-336-3951,websterb@aol.com,A00336
614-648-3265,Dan,Brandt,OH,6.5,43215,2022-2-1,3,850,0.0,3500,4350.0,False,False,False,True,2022,USA,4874 Atlantic Ave,Columbus,Franklin,614-801-9788,dan.br@hotmail.com,A00337
505-335-5293,Wilber,Norris,NM,1.5,88011,2022-2-20,3,1240,0.0,6500,7740.0,True,False,False,False,2022,USD,366 South Dr,Las Cruces,Dona Ana,505-977-3911,norrisw@gmail.com,A00338
201-387-9093,Casey,Leon,NJ,5.0,7660,2022-2-4,3,1460,0.0,4500,5960.0,True,False,True,False,2022,USA,745 E Liberty St,Ridgefield Park,Bergen,201-709-6245,leonca@aol.com,A00339
732-782-6701,Dannie,Henderson,NJ,16.5,8812,2022-2-12,2,930,0.85,4500,6220.5,True,True,True,True,2022,USA,457 Ralph Ct,Dunellen,Middlesex,732-924-7882,henderson_dan@yahoo.com,A00340
212-753-2740,Jarvis,York,NY,4.5,10025,2022-2-9,2,1400,0.0,6500,7900.0,True,False,True,False,2022,USA,2742 Distribution Way,New York,New York,212-860-1579,york_jarvis@gmail.com,A00341
504-265-8174,Whitney,Washington,LA,5.5,70002,2022-2-25,1,760,0.0,2500,3260.0,False,False,True,True,2022,USD,426 Wolf St,Metairie,Jefferson,504-979-9175,whitney_washington@hotmail.com,A00342
212-569-4233,Kenton,Carlson,NY,14.0,10011,2022-2-2,2,1180,0.85,2500,4683.0,True,True,True,False,2022,USA,128 Bransten Rd,New York,New York,212-675-8570,kentonca@yahoo.com,A00343
805-609-1531,Lela,Barry,CA,16.5,93012,2021-2-27,1,1390,0.0,4500,5890.0,True,False,False,True,2022,USA,617 Morena Blvd,Camarillo,Ventura,805-832-6163,lela.barry@aol.com,A00344
210-300-6244,Valentine,Stanton,TX,20.5,78204,2021-2-8,2,1160,0.0,3500,4660.0,True,False,True,True,2022,USD,775 W 17th St,San Antonio,Bexar,210-812-9597,valentines@gmail.com,A00345
785-219-7724,Kati,Burch,KS,6.5,67410,2022-2-18 ,2,950,0.0,4500,5450.0,False,False,False,False,2022,USA,6980 Dorsett Rd,Abilene,Dickinson,785-463-7829,bu@hotmail.com,A00346
541-993-2611,Youlanda,Schemmer,OR,5.5,97754,2022-3-6,1,560,0.85,6500,7536.0,True,True,False,False,2022,USA,2881 Lewis Rd,Prineville,Crook,541-548-8197,youlanda@aol.com,A00347
913-645-8918,Dyan,Oldroyd,KS,1.5,66204,2022-3-20,1,1380,0.0,4500,5880.0,True,False,False,False,2022,USD,7219 Woodfield Rd,Overland Park,Johnson,913-413-4604,doldroyd@aol.com,A00348
907-335-6568,Roxane,Campain,AK,1.5,99708,2022-2-22,3,1170,0.0,4500,5670.0,True,False,True,False,2022,USD,1048 Main St,Fairbanks,North Star,907-231-4722,campain@aol.com,A00349
305-995-2078,Lavera,Perin,FL,43.5,33196,2022-3-11,2,700,0.0,3500,4200.0,True,False,True,True,2022,USA,678 3rd Ave,Miami,Miami-Dade,305-606-7291,lperin@perin.org,A00350
907-227-6777,Erick,Ferencz,AK,7.5,99712,2022-3-27,3,820,0.85,6500,8017.0,False,True,False,True,2022,USA,920 S Babcock St,Fairbanks,North Star,907-741-1044,ferencz@hotmail.com,A00351
952-479-2375,Fatima,Saylors,MN,1.5,55343,2022-3-4,2,1430,0.85,5500,8145.5,True,True,False,False,2022,USD,743 Lighthouse Ave,Hopkins,Hennepin,952-768-2416,fsaylors@saylors.org,A00352
617-997-5771,Jina,Briddick,MA,9.5,2128,2022-3-12,2,560,0.0,4500,5060.0,True,False,True,False,2022,USA,8938 Park Blvd,Boston,Suffolk,617-399-5124,jina_briddick@briddick.com,A00353
323-315-7314,Kanisha,Waycott,CA,27.0,90006,2022-3-11,3,1160,0.0,5500,6660.0,True,False,True,True,2022,USA,Tomahawk Dr,Los Angeles,Los Angeles,323-453-2780,kanisha_waycott@yahoo.com,A00354
608-658-7940,Emerson,Bowley,WI,5.5,53711,2022-3-19,2,1050,0.0,5500,6550.0,True,False,True,False,2022,USA,762 S Main St,Madison,Dane,608-336-7444,emerson.bowley@bowley.org,A00355
215-794-4519,Blair,Malet,PA,17.0,19132,2022-3-21,1,1020,0.0,4500,5520.0,True,False,True,False,2022,USA,209 Decker Dr,Philadelphia,Philadelphia,215-907-9111,bmalet@yahoo.com,A00356
