customer_id,First_Name,last_name,address,City,county,state,ZIP,customer_phone,Fax_Number, Customer_Email,Rental_ID,Weekly_Rate,Parking,Pool_Access,Repeat_Customer,Bedrooms,MGMT_Discount,Date
D00001,Kristel,Ehmann,92899 Kalakaua Ave,El Paso,El Paso,TX,79925,915-452-1290,670-378-7149,kristel.ehmann@aol.com,00,1380,True,True,False,1,True,2021-8-9
D00002,Vincenza,Zepp,395 S 6th St,El Cajon,San Diego,CA,92020,619-603-5125,664-370-7142,vzepp@gmail.com,00,1510,True,False,False,2,False,2021-6-7
D00003,Elouise,Gwalthney,9506 Edgemore Ave,Denver,Denver,CO,80212,322-841-5012,664-324-7149,egwalthney@yahoo.com,00,1620,True,False,True,2,True,2021-10-14
D00004,Venita,Maillard,7211 S Walker Ave #63,Anaheim,Orange,CA,92801,714-523-6653,664-300-7149,venita_maillard@gmail.com,00,800,False,True,True,1,True,2021-6-25
D00005,Kasandra,Semidey,369 Latham St,Saint Louis,Saint Louis City,MO,63102,314-732-9131,664-000-7149,kasandra_semidey@semidey.com,00,860,False,True,False,3,False,2021-10-21
D00006,Xochitl,Discipio,3158 Runamuck Pl,Round Rock,Williamson,TX,78664,512-233-1831,468-554-7799,xdiscipio@gmail.com,00,820,False,False,False,3,True,2021-1-6
D00007,Maile,Linahan,987 Plainsboro Rd,Greensboro,Guilford,NC,27409,336-670-2640,468-564-7735,mlinahan@yahoo.com,00,1470,True,False,True,2,True,2021-9-4
D00008,Krissy,Rauser,8728 S Broad St,Coram,Suffolk,NY,11727,631-443-4710,468-599-7735,krauser@cox.net,00,1220,True,True,False,3,False,2021-7-28
D00009,Pete,Dubaldi,2215 Prosperity Dr,Lyndhurst,Bergen,NJ,07071,201-825-2514,368-554-7735,pdubaldi@hotmail.com,00,840,True,True,False,3,True,2021-10-14
D00010,Linn,Smith,654 S Pine St,Memphis,Shelby,TN,38112,901-412-4381,468-482-7735,linn_smith@aol.com,00,1040,True,False,False,3,False,2021-5-15
D00011,Paris,Wide,187 Market St,Atlanta,Fulton,GA,30342,404-505-4445,468-554-3335,paris@hotmail.com,00,1160,True,False,False,3,False,2021-3-21
D00012,Wynell,Dorshorst,94290 S Buchanan St,Pacifica,San Mateo,CA,94044,650-473-1262,468-222-7735,wynell_dorshorst@dorshorst.org,00,1200,True,False,True,2,True,2021-2-7
D00013,Quentin,Birkner,7061 N 2nd St,Burnsville,Dakot,MN,55337,952-702-7993,468-767-7735,qbirkner@aol.com,00,1380,True,True,False,1,True,2021-2-23
D00014,Regenia,Kannady,10759 Main St,Scottsdale,Maricopa,AZ,85260,480-726-1280,201-825-4414,regenia.kannady@cox.net,00,880,True,False,False,1,False,2021-9-17
D00015,Sheron,Louissant,97 E 3rd St #9,Long Island City,Queens,NY,11101,718-976-8610,201-825-2214,sheron@aol.com,00,1390,True,False,False,2,False,2021-4-28
D00016,Izetta,Funnell,82 Winsor St #54,Atlanta,Dekalb,GA,30340,770-844-3447,381-825-2514,izetta.funnell@hotmail.com,00,1350,True,True,True,3,True,2021-9-25
D00017,Lee,Butzen,417 Steel Ct,Northfield,Rice,MN,55057,507-210-3510,301-825-2514,butzen_lee@hotmail.com,00,1380,True,True,True,3,False,2021-5-9
D00018,Zona,Colla,4944 Dearborn St,Norwalk,Fairfield,CT,06854,203-461-1949,201-335-2514,zona@hotmail.com,00,1500,True,True,False,2,False,2021-7-12
D00019,Serina,Zagen,64 S Beverly Dr,Fort Wayne,Allen,IN,46802,260-273-3725,333-825-2514,szagen@aol.com,00,830,True,False,True,2,True,2021-2-7
D00020,Deandrea,Hughey,33 Lewis Rd #46,Burlington,Alamance,NC,27215,336-822-7652,201-555-2514,deandrea@yahoo.com,00,990,True,True,False,3,False,2021-11-15
D00021,Lisa,Duenas,8100 Jacksonville Rd,Hays,Ellis,KS,67601,785-629-8543,201-825-4514,lisa_duenas@yahoo.com,00,1330,True,False,False,3,False,2021-9-24
D00022,Clara,Jackson,44th Ave,Denver,Denver,CO,80212,208-709-1235,266-825-2514,jackson_clara@aol.com,00,1300,True,True,True,2,True,2021-3-21
D00023,Martina,Abrams,7 W Wabansia Ave #227,Orlando,Orange,FL,32822,407-471-6908,201-825-0099,martina_abrams@staback.com,00,800,False,True,True,2,False,2021-9-19
D00024,Skye,Trent,25 Minters Chapel Rd #9,Minneapolis,Hennepin,MN,55401,612-508-2655,789-825-2514,skye_trent@yahoo.com,00,900,True,False,False,2,True,2021-4-1
D00011,Paris,Wide,187 Market St,Atlanta,Fulton,GA,30342,404-505-4445,468-554-3335,paris@hotmail.com,00,1160,True,False,False,3,False,2021-3-21
